# H99_CNYTCNYT_counts.txt
# Counts of Ssd1-binding motif CNYTCNYT in Cryptococcus neoformans H99 messenger RNAs
# mRNA sequences taken from Wallace, Maufrais, et al 2020, https://doi.org/10.5281/zenodo.3627875
# Edward Wallace, Edward.Wallace@ed.ac.uk, 2024
#
# Columns
#   id:          Gene id, CNAG_00001 etc.
#   count_5UTR:  CNYTCNYT counts in annotated 5'UTR
#   length_5UTR: length in nt of annotated 5'UTR
#   count_CDS:   CNYTCNYT counts in annotated coding sequence (CDS)
#   length_CDS: length in nt of annotated CDS
#   count_3UTR:  CNYTCNYT counts in annotated 3'UTR
#   length_3UTR: length in nt of annotated 3'UTR
#   count_mRNA:  CNYTCNYT counts in annotated 5'UTR = count_5UTR + count_CDS + count_mRNA
#   length_mRNA: length in nt of annotated mRNA = length_5UTR + length_CDS + length_3UTR
#
id	count_5UTR	length_5UTR	count_CDS	length_CDS	count_3UTR	length_3UTR	count_mRNA	length_mRNA
CNAG_00598	0	450	5	1500	0	139	5	2089
CNAG_00599	0	89	6	1938	0	57	6	2084
CNAG_00600	1	122	1	1782	0	98	2	2002
CNAG_00601	1	200	1	1128	1	203	3	1531
CNAG_00602	0	78	0	1026	0	47	0	1151
CNAG_00603	1	96	0	801	0	95	1	992
CNAG_00604	1	69	0	1689	0	95	1	1853
CNAG_00605	0	179	0	1035	0	107	0	1321
CNAG_00606	1	65	3	2229	0	69	4	2363
CNAG_00607	0	46	7	1707	0	76	7	1829
CNAG_00608	0	44	1	648	0	71	1	763
CNAG_00609	0	201	3	3078	0	69	3	3348
CNAG_00612	4	79	5	2601	0	99	9	2779
CNAG_00613	0	90	1	498	0	61	1	649
CNAG_00614	0	71	2	1137	0	36	2	1244
CNAG_00615	0	16	2	549	2	1369	4	1934
CNAG_00619	1	113	1	1194	0	69	2	1376
CNAG_00622	0	73	3	1392	0	115	3	1580
CNAG_00623	0	27	5	2286	0	38	5	2351
CNAG_00624	0	160	0	852	0	109	0	1121
CNAG_00625	0	104	7	5457	0	208	7	5769
CNAG_00626	0	151	0	675	0	95	0	921
CNAG_00627	5	564	7	2085	0	113	12	2762
CNAG_00628	1	255	0	321	0	140	1	716
CNAG_00632	0	41	1	492	0	134	1	667
CNAG_00633	1	69	7	3957	1	866	9	4892
CNAG_00634	0	1	2	2040	1	193	3	2234
CNAG_00635	0	272	3	3915	1	278	4	4465
CNAG_00636	0	90	4	2085	1	360	5	2535
CNAG_00637	0	120	2	1197	1	193	3	1510
CNAG_00638	0	90	3	2019	0	216	3	2325
CNAG_00639	0	148	3	615	0	124	3	887
CNAG_00640	1	78	2	792	0	218	3	1088
CNAG_00641	0	130	4	3456	0	86	4	3672
CNAG_00642	0	132	11	9792	1	190	12	10114
CNAG_00643	0	48	4	2706	0	98	4	2852
CNAG_00644	1	111	6	1296	4	491	11	1898
CNAG_00645	0	58	4	765	0	54	4	877
CNAG_00647	1	74	0	378	2	174	3	626
CNAG_00648	1	71	0	1023	0	109	1	1203
CNAG_00649	1	45	3	2148	0	80	4	2273
CNAG_00650	0	365	4	2763	0	127	4	3255
CNAG_00651	0	203	5	2565	0	74	5	2842
CNAG_00652	1	636	0	786	0	105	1	1527
CNAG_00653	1	651	7	2814	0	453	8	3918
CNAG_00654	1	154	0	429	0	60	1	643
CNAG_00655	0	90	0	330	1	107	1	527
CNAG_00656	0	47	1	753	0	181	1	981
CNAG_00657	0	0	2	693	0	0	2	693
CNAG_00658	0	25	3	1875	0	101	3	2001
CNAG_00659	0	35	0	237	1	435	1	707
CNAG_00660	0	13	2	2211	0	211	2	2435
CNAG_00661	0	52	1	2205	0	37	1	2294
CNAG_00662	0	86	4	828	0	134	4	1048
CNAG_00663	0	110	0	1143	0	191	0	1444
CNAG_00664	0	133	1	2298	0	161	1	2592
CNAG_00665	1	65	1	2517	1	197	3	2779
CNAG_00666	0	131	13	4494	0	237	13	4862
CNAG_00667	1	83	3	1737	0	116	4	1936
CNAG_00668	1	181	1	1227	1	98	3	1506
CNAG_00669	0	88	0	648	0	117	0	853
CNAG_00670	4	440	1	1401	0	297	5	2138
CNAG_00671	0	53	4	2100	1	402	5	2555
CNAG_00672	0	57	1	462	1	128	2	647
CNAG_00673	0	69	4	1017	0	105	4	1191
CNAG_00674	3	331	4	1782	0	274	7	2387
CNAG_00675	0	218	1	1065	1	164	2	1447
CNAG_00676	0	113	1	642	0	46	1	801
CNAG_00677	0	72	1	1029	1	356	2	1457
CNAG_00678	1	120	1	939	0	82	2	1141
CNAG_00679	0	328	0	345	0	194	0	867
CNAG_00680	0	28	1	1353	0	108	1	1489
CNAG_00681	2	109	3	2739	0	97	5	2945
CNAG_00682	2	224	4	4701	0	245	6	5170
CNAG_00683	0	260	2	2247	0	320	2	2827
CNAG_00684	0	60	0	675	0	149	0	884
CNAG_00685	0	82	2	2217	0	87	2	2386
CNAG_00686	1	119	2	861	0	89	3	1069
CNAG_00687	0	71	4	4290	1	129	5	4490
CNAG_00688	0	116	2	513	0	75	2	704
CNAG_00689	0	211	2	1521	0	73	2	1805
CNAG_00690	0	0	2	1314	0	87	2	1401
CNAG_00691	1	109	3	1080	0	140	4	1329
CNAG_00692	0	52	4	1344	0	292	4	1688
CNAG_00693	0	349	4	2976	0	109	4	3434
CNAG_00694	0	108	3	2175	0	58	3	2341
CNAG_00695	0	78	4	1632	0	59	4	1769
CNAG_00696	0	82	5	3444	0	111	5	3637
CNAG_00697	0	249	4	1122	1	552	5	1923
CNAG_00698	0	38	4	2214	1	193	5	2445
CNAG_00699	2	662	1	4119	1	173	4	4954
CNAG_00700	0	39	6	1818	0	206	6	2063
CNAG_00701	0	166	1	1527	2	223	3	1916
CNAG_00702	0	144	3	1395	0	239	3	1778
CNAG_00703	0	66	1	381	0	104	1	551
CNAG_00704	0	537	3	3864	1	434	4	4835
CNAG_00705	0	93	2	1392	0	41	2	1526
CNAG_00706	0	83	1	1350	0	54	1	1487
CNAG_00707	0	104	2	573	0	86	2	763
CNAG_00708	0	135	0	981	0	116	0	1232
CNAG_00709	0	88	3	1089	0	128	3	1305
CNAG_00710	0	123	0	1449	0	534	0	2106
CNAG_00711	0	134	1	330	0	106	1	570
CNAG_00712	1	48	2	1320	0	75	3	1443
CNAG_00713	0	66	2	1335	0	77	2	1478
CNAG_00714	0	86	4	1083	0	135	4	1304
CNAG_00715	0	37	0	243	0	190	0	470
CNAG_00716	2	101	1	336	0	113	3	550
CNAG_00717	1	100	2	1311	0	100	3	1511
CNAG_00718	3	100	5	2436	0	133	8	2669
CNAG_00719	0	17	3	2271	0	63	3	2351
CNAG_00720	0	63	0	1047	0	147	0	1257
CNAG_00721	1	122	3	1578	0	111	4	1811
CNAG_00722	0	58	1	552	0	40	1	650
CNAG_00723	0	60	4	1296	0	56	4	1412
CNAG_00726	0	671	3	1581	0	163	3	2415
CNAG_00727	1	130	1	1521	0	221	2	1872
CNAG_00728	0	371	3	1905	0	112	3	2388
CNAG_00730	6	163	7	4632	0	153	13	4948
CNAG_00732	2	664	4	951	3	341	9	1956
CNAG_00733	2	244	7	1683	0	88	9	2015
CNAG_00734	0	95	2	1062	0	85	2	1242
CNAG_00735	0	78	6	1743	0	96	6	1917
CNAG_00736	0	181	1	2574	0	110	1	2865
CNAG_00737	3	596	5	2535	0	176	8	3307
CNAG_00738	1	693	1	270	0	138	2	1101
CNAG_00739	0	107	3	1344	0	185	3	1636
CNAG_00740	0	462	7	5292	0	173	7	5927
CNAG_00741	1	90	2	1293	1	229	4	1612
CNAG_00742	0	21	3	1584	1	154	4	1759
CNAG_00743	1	49	1	1860	0	99	2	2008
CNAG_00744	2	102	1	1719	0	76	3	1897
CNAG_00745	2	631	8	2871	0	118	10	3620
CNAG_00746	0	81	1	1887	2	123	3	2091
CNAG_00747	1	84	1	1257	0	222	2	1563
CNAG_00748	1	31	1	1170	0	127	2	1328
CNAG_00749	1	168	4	1515	0	136	5	1819
CNAG_00750	0	86	3	753	0	49	3	888
CNAG_00751	0	0	1	642	0	84	1	726
CNAG_00752	0	96	3	1398	0	84	3	1578
CNAG_00753	1	95	3	2694	0	63	4	2852
CNAG_00754	1	165	1	1812	0	162	2	2139
CNAG_00755	0	38	3	2247	0	100	3	2385
CNAG_00756	0	29	3	822	1	102	4	953
CNAG_00757	0	29	5	3939	0	212	5	4180
CNAG_00758	2	883	7	3219	0	232	9	4334
CNAG_00759	1	290	1	1590	0	112	2	1992
CNAG_00760	0	58	2	1902	2	336	4	2296
CNAG_00761	0	61	0	498	0	121	0	680
CNAG_00762	0	41	5	1590	0	81	5	1712
CNAG_00764	0	72	1	2562	0	48	1	2682
CNAG_00765	2	271	4	873	3	244	9	1388
CNAG_00766	0	124	1	2052	0	479	1	2655
CNAG_00768	0	67	1	1107	1	194	2	1368
CNAG_00769	3	423	1	1830	0	716	4	2969
CNAG_00770	1	70	2	2898	0	209	3	3177
CNAG_00771	1	52	1	384	0	85	2	521
CNAG_00772	0	75	2	1206	0	139	2	1420
CNAG_00773	1	106	4	966	0	74	5	1146
CNAG_00774	0	113	6	1527	1	142	7	1782
CNAG_00775	0	50	4	1572	0	60	4	1682
CNAG_00776	4	200	2	1137	0	263	6	1600
CNAG_00777	0	155	4	5058	1	97	5	5310
CNAG_00778	0	224	5	3477	1	220	6	3921
CNAG_00779	1	57	0	411	0	205	1	673
CNAG_00780	0	182	2	2247	0	136	2	2565
CNAG_00781	0	102	0	288	0	96	0	486
CNAG_00782	0	192	1	2418	1	151	2	2761
CNAG_00783	0	123	0	963	0	48	0	1134
CNAG_00784	0	44	3	906	0	31	3	981
CNAG_00785	0	145	1	1206	0	335	1	1686
CNAG_00786	0	4	1	429	1	120	2	553
CNAG_00787	0	65	11	4986	0	89	11	5140
CNAG_00788	0	108	4	1698	0	230	4	2036
CNAG_00789	0	893	1	408	0	95	1	1396
CNAG_00790	2	66	3	1065	0	88	5	1219
CNAG_00791	2	2304	2	1275	0	333	4	3912
CNAG_00792	0	222	14	4965	1	213	15	5400
CNAG_00793	0	113	1	630	0	91	1	834
CNAG_00794	3	221	0	786	0	179	3	1186
CNAG_00795	4	727	1	930	0	141	5	1798
CNAG_00796	2	294	8	4227	0	170	10	4691
CNAG_00797	1	60	3	2043	0	219	4	2322
CNAG_00798	2	697	1	1011	0	217	3	1925
CNAG_00799	2	335	3	2370	0	405	5	3110
CNAG_00800	0	24	0	771	0	142	0	937
CNAG_00802	0	87	1	750	0	194	1	1031
CNAG_00803	0	103	4	2940	0	133	4	3176
CNAG_00804	0	85	0	1140	0	224	0	1449
CNAG_00805	0	53	1	2226	0	174	1	2453
CNAG_00806	0	72	0	264	0	118	0	454
CNAG_00807	0	83	5	5157	0	103	5	5343
CNAG_00808	2	58	2	426	0	131	4	615
CNAG_00809	1	234	4	1914	2	780	7	2928
CNAG_00810	0	26	1	1311	0	73	1	1410
CNAG_00811	0	62	6	1305	0	130	6	1497
CNAG_00812	1	68	4	3525	1	221	6	3814
CNAG_00813	2	345	1	1722	0	90	3	2157
CNAG_00814	1	238	4	3645	4	2565	9	6448
CNAG_00815	1	615	4	1815	1	190	6	2620
CNAG_00816	0	156	0	381	0	275	0	812
CNAG_00817	0	98	6	1953	0	97	6	2148
CNAG_00818	2	63	4	1257	0	237	6	1557
CNAG_00819	0	60	1	201	0	167	1	428
CNAG_00820	0	68	2	924	0	94	2	1086
CNAG_00821	0	96	2	342	0	121	2	559
CNAG_00822	1	106	3	1395	0	56	4	1557
CNAG_00823	3	547	11	4413	0	159	14	5119
CNAG_00824	0	234	0	510	0	366	0	1110
CNAG_00825	0	70	2	1161	0	1330	2	2561
CNAG_00826	1	104	5	1803	0	105	6	2012
CNAG_00827	2	210	1	510	0	90	3	810
CNAG_00828	0	108	4	2703	0	140	4	2951
CNAG_00829	1	130	0	504	0	89	1	723
CNAG_00830	1	645	0	2748	2	208	3	3601
CNAG_00831	0	255	0	1044	0	76	0	1375
CNAG_00832	0	276	2	1047	0	240	2	1563
CNAG_00834	0	285	1	1122	0	89	1	1496
CNAG_00835	1	315	4	2607	0	0	5	2922
CNAG_00836	2	49	0	1020	0	93	2	1162
CNAG_00837	0	187	9	2370	0	82	9	2639
CNAG_00838	0	120	0	369	0	63	0	552
CNAG_00839	1	62	3	936	0	44	4	1042
CNAG_00840	0	30	1	432	0	48	1	510
CNAG_00841	1	132	2	2226	0	70	3	2428
CNAG_00843	1	396	3	1509	0	84	4	1989
CNAG_00844	1	294	5	1584	0	180	6	2058
CNAG_00845	0	61	2	1128	0	69	2	1258
CNAG_00846	0	111	1	1464	0	80	1	1655
CNAG_00847	0	58	1	2226	0	124	1	2408
CNAG_00848	0	101	2	2919	0	143	2	3163
CNAG_00849	10	1071	0	375	0	257	10	1703
CNAG_00850	0	64	0	1374	0	49	0	1487
CNAG_00851	0	128	0	960	0	49	0	1137
CNAG_00852	0	196	3	1152	5	447	8	1795
CNAG_00853	0	113	1	957	0	295	1	1365
CNAG_00854	1	93	3	762	0	201	4	1056
CNAG_00855	0	70	7	2562	1	197	8	2829
CNAG_00858	0	76	2	1983	0	148	2	2207
CNAG_00859	4	934	5	2439	0	110	9	3483
CNAG_00860	1	88	4	1983	0	201	5	2272
CNAG_00861	0	126	3	849	0	83	3	1058
CNAG_00862	0	118	1	1122	0	43	1	1283
CNAG_00863	1	473	3	1944	0	67	4	2484
CNAG_00864	0	207	6	1668	0	267	6	2142
CNAG_00865	0	288	0	546	0	62	0	896
CNAG_00866	0	253	8	1941	0	144	8	2338
CNAG_00867	1	184	3	1773	0	139	4	2096
CNAG_00869	1	105	3	4590	0	150	4	4845
CNAG_00870	2	1049	0	615	0	216	2	1880
CNAG_00871	0	172	4	1482	4	1497	8	3151
CNAG_00872	0	56	4	2676	10	2821	14	5553
CNAG_00873	1	338	4	2061	0	305	5	2704
CNAG_00874	0	252	4	2256	1	80	5	2588
CNAG_00875	2	257	0	699	0	163	2	1119
CNAG_00876	0	305	3	1767	0	156	3	2228
CNAG_00877	0	30	2	1005	0	165	2	1200
CNAG_00878	0	461	0	330	0	279	0	1070
CNAG_00879	1	259	9	3171	0	248	10	3678
CNAG_00883	0	276	3	2331	0	114	3	2721
CNAG_00884	0	115	7	3051	0	69	7	3235
CNAG_00885	0	40	1	513	1	232	2	785
CNAG_00886	0	63	2	1296	0	376	2	1735
CNAG_00887	0	32	3	1824	0	35	3	1891
CNAG_00888	1	109	1	528	4	2143	6	2780
CNAG_00889	1	694	4	1776	0	152	5	2622
CNAG_00890	5	401	6	2769	1	201	12	3371
CNAG_00891	0	76	3	1875	0	280	3	2231
CNAG_00892	0	63	1	822	0	82	1	967
CNAG_00893	0	172	1	630	0	142	1	944
CNAG_00894	0	50	0	222	0	100	0	372
CNAG_00895	0	166	4	1110	0	151	4	1427
CNAG_00896	0	131	1	2085	0	162	1	2378
CNAG_00897	1	90	1	1869	1	304	3	2263
CNAG_00898	0	370	8	1968	0	117	8	2455
CNAG_00899	0	60	10	2367	0	58	10	2485
CNAG_00900	0	34	2	798	3	608	5	1440
CNAG_00901	0	17	4	1623	0	102	4	1742
CNAG_00902	1	192	3	306	2	1111	6	1609
CNAG_00903	0	498	2	633	0	183	2	1314
CNAG_00904	0	49	4	1896	1	116	5	2061
CNAG_00905	0	10	4	1923	0	86	4	2019
CNAG_00906	0	43	16	5829	0	62	16	5934
CNAG_00907	0	535	0	348	0	88	0	971
CNAG_00908	0	430	3	897	0	93	3	1420
CNAG_00909	0	98	3	1104	0	113	3	1315
CNAG_00911	0	240	2	948	0	84	2	1272
CNAG_00914	8	236	2	1860	0	507	10	2603
CNAG_00915	3	122	3	1131	0	313	6	1566
CNAG_00916	0	123	0	1656	0	181	0	1960
CNAG_00917	2	85	2	2232	0	84	4	2401
CNAG_00919	3	593	5	1647	0	211	8	2451
CNAG_00920	0	103	0	750	0	306	0	1159
CNAG_00921	0	55	2	750	0	85	2	890
CNAG_00922	0	82	3	1935	0	49	3	2066
CNAG_00923	0	115	4	3243	1	238	5	3596
CNAG_00925	3	174	2	594	0	105	5	873
CNAG_00926	0	33	6	1509	0	47	6	1589
CNAG_00927	0	61	6	1239	0	234	6	1534
CNAG_00928	0	46	5	4569	0	96	5	4711
CNAG_00929	1	63	0	579	0	119	1	761
CNAG_00930	0	114	1	1290	0	189	1	1593
CNAG_00931	1	84	2	441	0	234	3	759
CNAG_00932	0	108	2	726	1	206	3	1040
CNAG_00933	0	31	3	723	0	119	3	873
CNAG_00934	0	75	1	1437	0	91	1	1603
CNAG_00935	0	70	1	1179	0	228	1	1477
CNAG_00936	0	29	4	1563	0	66	4	1658
CNAG_00937	2	222	2	1605	0	104	4	1931
CNAG_00938	0	58	2	996	3	1797	5	2851
CNAG_00939	0	0	1	1236	0	0	1	1236
CNAG_00940	0	76	7	3009	1	81	8	3166
CNAG_00960	0	199	2	3564	0	112	2	3875
CNAG_00961	1	132	3	948	0	68	4	1148
CNAG_00964	0	135	2	1344	0	48	2	1527
CNAG_00966	2	192	2	1548	0	100	4	1840
CNAG_00967	0	60	0	720	0	150	0	930
CNAG_00968	0	35	2	855	0	71	2	961
CNAG_00969	1	101	5	819	2	487	8	1407
CNAG_00970	0	100	4	1938	0	144	4	2182
CNAG_00971	0	61	1	1863	0	41	1	1965
CNAG_00972	0	172	0	654	0	134	0	960
CNAG_00973	0	106	2	585	0	58	2	749
CNAG_00974	3	672	0	903	0	64	3	1639
CNAG_00975	1	128	3	1812	0	222	4	2162
CNAG_00976	0	286	1	1341	0	70	1	1697
CNAG_00977	0	195	3	1524	0	67	3	1786
CNAG_00978	0	68	2	1236	0	44	2	1348
CNAG_00979	0	123	2	600	0	201	2	924
CNAG_00981	1	91	1	1179	2	314	4	1584
CNAG_00982	2	127	0	936	0	239	2	1302
CNAG_00983	1	24	7	3315	0	125	8	3464
CNAG_00984	0	158	1	918	0	147	1	1223
CNAG_00985	0	89	1	471	1	246	2	806
CNAG_00986	0	37	0	1248	0	63	0	1348
CNAG_00987	0	100	0	708	0	36	0	844
CNAG_00988	0	30	12	2598	0	501	12	3129
CNAG_00989	0	229	2	984	0	56	2	1269
CNAG_00990	0	76	0	369	3	556	3	1001
CNAG_00991	0	69	1	1362	0	62	1	1493
CNAG_00992	0	101	1	1470	1	216	2	1787
CNAG_00993	0	106	3	756	0	86	3	948
CNAG_00994	0	90	2	462	0	116	2	668
CNAG_00995	0	110	2	1950	0	206	2	2266
CNAG_00996	1	114	6	2304	0	55	7	2473
CNAG_00997	0	77	3	264	0	159	3	500
CNAG_00998	0	172	4	4614	0	301	4	5087
CNAG_00999	0	65	1	912	0	77	1	1054
CNAG_01000	0	177	7	3984	0	128	7	4289
CNAG_01001	3	850	3	1860	0	331	6	3041
CNAG_01002	2	331	4	1560	0	155	6	2046
CNAG_01003	2	154	2	2226	0	155	4	2535
CNAG_01004	6	1548	8	2544	0	94	14	4186
CNAG_01005	0	69	0	441	0	57	0	567
CNAG_01006	1	185	1	2001	0	167	2	2353
CNAG_01007	1	126	1	1587	0	153	2	1866
CNAG_01008	0	215	1	1200	0	59	1	1474
CNAG_01009	2	420	2	1548	0	285	4	2253
CNAG_01010	0	134	1	663	0	86	1	883
CNAG_01011	0	149	3	1095	0	496	3	1740
CNAG_01012	1	139	1	753	1	96	3	988
CNAG_01013	0	102	2	1227	0	87	2	1416
CNAG_01014	4	220	6	1365	1	926	11	2511
CNAG_01015	0	117	2	1191	0	83	2	1391
CNAG_01016	0	7	6	4149	0	50	6	4206
CNAG_01017	0	158	5	4974	0	102	5	5234
CNAG_01018	0	62	2	1422	0	103	2	1587
CNAG_01019	0	139	1	465	0	152	1	756
CNAG_01020	0	252	0	1170	0	72	0	1494
CNAG_01021	0	119	1	1074	0	62	1	1255
CNAG_01022	0	105	0	1923	0	82	0	2110
CNAG_01023	0	115	3	1974	0	185	3	2274
CNAG_01024	0	31	0	744	1	192	1	967
CNAG_01025	0	114	2	1110	1	333	3	1557
CNAG_01026	0	70	2	2136	0	70	2	2276
CNAG_01027	0	92	9	1686	0	197	9	1975
CNAG_01028	1	187	1	759	0	92	2	1038
CNAG_01029	1	44	2	1455	0	106	3	1605
CNAG_01030	0	197	1	1032	1	80	2	1309
CNAG_01031	0	107	5	1170	1	245	6	1522
CNAG_01032	1	547	4	3420	0	150	5	4117
CNAG_01033	2	106	0	576	4	1191	6	1873
CNAG_01034	1	523	0	723	1	72	2	1318
CNAG_01035	0	53	0	870	0	78	0	1001
CNAG_01036	0	85	3	1002	0	39	3	1126
CNAG_01037	0	125	4	2442	0	96	4	2663
CNAG_01038	0	58	5	2379	0	62	5	2499
CNAG_01039	0	104	9	4644	0	69	9	4817
CNAG_01040	1	415	2	1632	0	216	3	2263
CNAG_01041	1	96	1	663	1	626	3	1385
CNAG_01043	3	425	2	504	0	194	5	1123
CNAG_01044	2	282	2	894	0	216	4	1392
CNAG_01045	0	146	3	1884	0	74	3	2104
CNAG_01046	0	60	2	1182	0	107	2	1349
CNAG_01047	0	151	1	378	0	105	1	634
CNAG_01048	2	1352	2	3891	0	184	4	5427
CNAG_01049	0	155	0	195	0	164	0	514
CNAG_01050	0	148	3	1260	0	140	3	1548
CNAG_01051	0	87	3	3825	0	204	3	4116
CNAG_01052	1	132	1	1101	1	78	3	1311
CNAG_01053	0	99	1	4446	0	45	1	4590
CNAG_01054	0	105	2	1131	0	77	2	1313
CNAG_01055	1	303	4	1728	1	243	6	2274
CNAG_01056	0	129	0	255	0	265	0	649
CNAG_01057	0	205	1	1440	0	148	1	1793
CNAG_01058	0	104	4	1023	0	35	4	1162
CNAG_01059	0	95	6	1368	0	83	6	1546
CNAG_01060	1	64	0	783	0	156	1	1003
CNAG_01061	3	178	7	2826	0	151	10	3155
CNAG_01062	0	164	4	3510	0	190	4	3864
CNAG_01063	1	81	5	4524	0	180	6	4785
CNAG_01064	0	253	0	702	0	216	0	1171
CNAG_01065	0	4	5	1428	2	186	7	1618
CNAG_01069	0	81	3	2370	0	54	3	2505
CNAG_01070	0	613	1	870	0	103	1	1586
CNAG_01071	0	95	4	1980	0	88	4	2163
CNAG_01072	1	97	1	1254	0	95	2	1446
CNAG_01073	4	512	1	1227	0	143	5	1882
CNAG_01074	0	184	4	1446	1	206	5	1836
CNAG_01075	0	76	1	1596	3	284	4	1956
CNAG_01076	0	163	0	1467	0	62	0	1692
CNAG_01077	0	286	0	402	0	124	0	812
CNAG_01078	1	152	3	1488	0	50	4	1690
CNAG_01079	0	183	0	762	0	30	0	975
CNAG_01080	0	234	1	1113	0	66	1	1413
CNAG_01081	0	67	2	942	0	204	2	1213
CNAG_01082	0	202	3	3678	0	208	3	4088
CNAG_01083	0	53	0	1542	0	89	0	1684
CNAG_01084	0	198	3	783	0	328	3	1309
CNAG_01085	0	56	2	915	0	127	2	1098
CNAG_01086	0	71	0	1191	0	182	0	1444
CNAG_01087	0	94	4	1980	0	176	4	2250
CNAG_01088	2	165	3	1419	0	161	5	1745
CNAG_01089	3	96	2	438	0	116	5	650
CNAG_01090	0	118	1	936	0	66	1	1120
CNAG_01091	0	153	3	2988	0	65	3	3206
CNAG_01092	0	62	0	873	0	62	0	997
CNAG_01093	1	319	1	714	0	66	2	1099
CNAG_01094	0	146	0	1305	0	64	0	1515
CNAG_01095	0	72	5	1077	0	148	5	1297
CNAG_01096	1	110	1	819	0	26	2	955
CNAG_01097	0	128	3	996	2	320	5	1444
CNAG_01098	0	78	8	2157	0	46	8	2281
CNAG_01099	0	156	6	2700	0	51	6	2907
CNAG_01100	1	119	5	4707	0	130	6	4956
CNAG_01101	0	260	5	3243	0	208	5	3711
CNAG_01102	0	37	1	1029	0	131	1	1197
CNAG_01103	1	79	0	657	0	58	1	794
CNAG_01104	0	46	4	1377	0	130	4	1553
CNAG_01105	0	259	2	3186	0	216	2	3661
CNAG_01106	1	83	7	2550	0	105	8	2738
CNAG_01107	0	20	6	2352	0	127	6	2499
CNAG_01108	0	191	8	2442	0	93	8	2726
CNAG_01109	0	82	0	546	0	155	0	783
CNAG_01110	0	102	0	360	0	115	0	577
CNAG_01111	1	88	0	753	0	81	1	922
CNAG_01112	1	179	2	1152	0	136	3	1467
CNAG_01113	0	336	2	300	0	93	2	729
CNAG_01114	0	65	3	321	0	81	3	467
CNAG_01115	1	292	13	9045	2	209	16	9546
CNAG_01116	1	780	0	795	0	27	1	1602
CNAG_01117	3	220	10	3168	0	167	13	3555
CNAG_01118	2	425	4	1644	0	73	6	2142
CNAG_01119	1	111	6	1899	0	181	7	2191
CNAG_01120	0	67	3	1431	0	79	3	1577
CNAG_01121	1	380	0	444	0	192	1	1016
CNAG_01122	0	118	0	873	0	47	0	1038
CNAG_01123	0	72	2	1560	0	41	2	1673
CNAG_01124	0	25	1	798	1	116	2	939
CNAG_01125	1	435	6	3153	0	320	7	3908
CNAG_01126	0	77	9	5862	0	138	9	6077
CNAG_01127	0	59	1	1440	0	197	1	1696
CNAG_01128	0	87	1	825	0	91	1	1003
CNAG_01129	0	11	3	2217	0	110	3	2338
CNAG_01130	0	213	4	2247	1	586	5	3046
CNAG_01131	4	810	0	198	0	294	4	1302
CNAG_01132	0	74	1	960	0	138	1	1172
CNAG_01133	1	117	1	852	1	98	3	1067
CNAG_01134	1	314	5	3489	0	114	6	3917
CNAG_01135	0	1	1	831	0	56	1	888
CNAG_01136	0	70	0	1041	0	48	0	1159
CNAG_01137	2	120	3	2379	2	370	7	2869
CNAG_01138	0	46	1	1134	0	78	1	1258
CNAG_01139	1	621	2	888	0	458	3	1967
CNAG_01140	0	71	7	2442	0	93	7	2606
CNAG_01141	1	108	0	744	0	44	1	896
CNAG_01142	0	84	4	3774	0	94	4	3952
CNAG_01143	0	59	2	978	0	152	2	1189
CNAG_01144	0	52	3	1842	1	167	4	2061
CNAG_01145	0	64	1	1155	0	94	1	1313
CNAG_01146	0	28	11	3726	0	77	11	3831
CNAG_01147	0	112	2	510	0	73	2	695
CNAG_01148	0	87	1	1230	0	89	1	1406
CNAG_01149	0	92	2	4593	0	173	2	4858
CNAG_01150	2	116	5	1347	1	189	8	1652
CNAG_01151	0	182	0	456	0	105	0	743
CNAG_01152	1	85	0	714	0	118	1	917
CNAG_01153	1	93	0	456	1	67	2	616
CNAG_01154	1	251	0	525	0	613	1	1389
CNAG_01155	2	116	7	2286	0	124	9	2526
CNAG_01156	0	119	1	1911	0	292	1	2322
CNAG_01157	2	201	1	1446	2	245	5	1892
CNAG_01158	0	43	0	1641	1	245	1	1929
CNAG_01159	0	40	0	1722	0	62	0	1824
CNAG_01161	1	210	2	831	0	128	3	1169
CNAG_01162	0	82	3	1038	0	97	3	1217
CNAG_01163	0	66	3	2457	1	170	4	2693
CNAG_01164	3	321	3	2121	2	278	8	2720
CNAG_01165	0	52	1	1698	0	374	1	2124
CNAG_01166	0	27	0	984	0	140	0	1151
CNAG_01167	2	108	2	3627	0	125	4	3860
CNAG_01168	0	58	1	1512	0	89	1	1659
CNAG_01169	0	26	6	1572	0	79	6	1677
CNAG_01170	0	41	0	432	0	232	0	705
CNAG_01171	0	78	0	309	0	194	0	581
CNAG_01172	0	55	3	1821	0	54	3	1930
CNAG_01173	0	282	5	3045	0	188	5	3515
CNAG_01174	2	586	5	3309	0	264	7	4159
CNAG_01175	0	165	2	417	0	336	2	918
CNAG_01177	0	56	2	1503	0	71	2	1630
CNAG_01178	0	43	4	2478	0	110	4	2631
CNAG_01179	0	51	2	1053	0	44	2	1148
CNAG_01180	0	58	2	1830	0	96	2	1984
CNAG_01181	0	75	0	480	1	149	1	704
CNAG_01182	1	105	4	1098	0	353	5	1556
CNAG_01183	1	75	3	1839	0	92	4	2006
CNAG_01184	0	135	2	1566	0	125	2	1826
CNAG_01185	0	74	2	1140	0	46	2	1260
CNAG_01186	2	261	1	2280	1	154	4	2695
